req,res
언니는 지금 만나는 사람 어때~?,지금 만나는 사람 마음에 안 들지만 괜찮아
ㅋㅋ 나도 남친 마음에 안 드는데 괜찮아~!,너 지금 남친이랑 같이 있다고 하지 않았어?
ㅋㅋ 응 지금 목욕하러 갔어~,아 그래서 지금 욕 하는 거구나?
ㅋㅋ 아니야~ 욕이라니~ 나는 그런 거 할 줄 몰라~,무슨 소리야 방금 마음에 안 든다고 한 거 같은데~
ㅋㅋ 결국에 괜찮다고 얘기했잖아~ 좋다는 거지~,ㅋㅋ 그래도 너 오래 만나서 애인 없으면 이상할 듯
맞아 ㅜㅜ 이제 애인 없으면 더 우울해질 거 같아 ㅜ,너는 그냥 애인이 아니라 가족 아니야? ㅋㅋ
맞아 ㅜㅜ 맨날 우리집에서 빤스만 입고 돌아다녀도 괜찮아~,그럼 너가 오빠 등짝 날리면 되겠다 ㅋㅋ
ㅋㅋ 대신에 맨날 오빠 등짝에 있는 여드름 내가 짜줌,여드름 ㅋㅋ/아 오빠 열심히 씻으라고 해 ㅋㅋ
우리 오복이 오늘 또 병원 갔어 ㅜ,오복이 요즘 왜캐 아푸냐 ㅠㅠ
아니 저번에 털 빠져서 병원 갔었거든?,어 맞아 땜빵 났다고 했었잖아 ㅠㅠ
맞아 근데 의사 센세가 연고 처방해줬거든?,웅 근데 그게 오복이랑 안 맞아?
어 그런 거 같아 땜빵이 엄청 커졌어!,헐 뭐야 그럼 병원에 청구 해야 되는 거 아니야?
아니 연고면 될 줄 알았는데 이번에는 약까지 받아왔어!,아 그럼 약물 치료하면 낫긴 한데?
어 그거까지는 모르겠고 아니면 원래 먹고 있던 약 때문에 그런 거일 수도 있대 ㅜ,아 그럼 그 약을 끊어봐야 하는 건가? ㅠ
근데 그거 끊으면 오복이 구내염이 심해져 ㅜ,아 이러지도 저러지도 못 하겠네 ㅠㅠ
약이랑 소독약도 받아왔대 ㅜ,일단 최선의 방법으로 애기 잘 치료해줘 ㅠㅠ
요즘 추우니까 운동을 잘 못하게 되지?,어 맞아 밖에 나가는 거 자체가 스트레스야
맞아 나 퇴근할 때 자전거 타려고 했는데 엄두가 안 남!,자전거? 너 그러다가 피부 찢어져 ㅋㅋ
나 여름에 탔다가 진짜 거지꼴로 집에 왔잖아 ㅋㅋ,왜 땀을 너무 흘려서 거지 된 거야? ㅋㅋ
어 머리도 긴 생머리였는데 진짜 폭탄 됐었어 ㅋㅋ,긴 생머리에서 폭탄? 아 궁금해 사진 없어?
어 찍어 놨긴 했는데 사진첩 뒤져야 해!,아 그럼 오래 걸리겠네 ㅋㅋ 찾으면 사진 보내줘 웃게 ㅎ
ㅋㅋ 와 근데 진짜 거짓말 안 하고 등에 땀이 흐르더라 ㅋㅋ,아 설마 땀도 다 티난 거 아니지?
"ㅋㅋ 그러니까,  나 와이셔츠 입고 탔단 말이야!",그거 세탁 열심히 해야겠다 ㅋㅋ/땀 냄새 심할 듯
와 회색깔 옷이었으면 나 진짜 챙피해서 못 다녔어!,가면 쓰고 자전거 탔어야 함 ㅋㅋ
언니 한게임 플레쉬라고 알고 있어?,예전에 우리가 했었던 한게임?
맞아 ㅋㅋ 거기에 고군분투라는 게임 알아?,아니 나 그거는 처음 들어보는데?
그거 고양이 닌자가 표창 던지는 거 기억 안 나?,어 나 그 게임은 안 했던 거 같아 ㅋㅋ
ㅋㅋ 오랜만에 유튜브 보는데 이거를 하는 거야!,아 그래서 너 지금 게임 켰어?
그게 7단계까지 있거든!,아 뭐야 별로 없네?
와 근데 별로 없다고 생각하는데 7단계까지 못 가!,넌 그거 몇 단계까지 했는데?
나 5단계가 그때 마지막이었는데 이제는 3단계도 못 감 ㅜ,나이와 같이 실력도 늙어 버렸구나 ㅋㅋ
맞아 ㅜㅜ 순발력이 진짜 10대 때랑은 다른 거 같아!,나도 게임 하려면 손가락이 안 움직여 하하
나 11월 말까지 프로젝트 있어서 12월에 놀러 가기로 했어 ㅜ,헐 남자친구랑 놀러 간다고 했던 거기?
웅 맞아 남친도 연차 10개 있고 나도 월차 5개나 있는데  ㅜ,아냐 연말에 가고 좋지 않아?
근데 월차 5개 월금월금월 이렇게 쓰면 욕 박히겠지?,아니지 그냥 한번에 다 이어서 써
아 그럴까?  좋은 생각인데?,월 화 수 목 금 토 일 일주일을 쉬는 거지 ㅋㅋ  개 이득!
그 정도면 해외 쌉가능인데 시국이 시국인지라 ㅜ,아냐 동남아 풀렸다고 하잖아 ㅋㅋ/오빠랑 가~
근데 지금 거기 확진자 몇 천 명씩 나온대!,너 아직 백신 안 맞았어?
"어 나 아직 애기야, 신생아 헤헤",헐 대박 얼릉 맞고 여행 다녀 와 ㅋㅋ
ㅋㅋ 아마 백신은 내년 초에 맞을 거 같아!,그럼 국내 일주일 놀러 갔다 와~
와 우리집 중앙 난방이거든!? 개빡쳐!,헐 개별 난방 아니고? 춥겠다 ㅠㅠ
어 ㅜㅜ 나도 몰랐는데 중앙 난방이더라고 ㅜ,아 그럼 추워도 아무 말 못 해?
아니 틀어 달라고 얘기하는데 이 바닥재가 이불을 깔면 따듯해지는 원리래!,그럼 맨날 이불 펼쳐 놓고 다녀야 되는 거야?
근데 더 빡치는 건 뭔 줄 알아?,왜 뭐가 더 빡치는데 ㅠㅠ
이불을 깔면 찬 바닥이 아니고 미지근함!,헐 뭐야 그 정도면 사기 아니야?
다른 언니네도 중앙 난방이거든!?,웅 근데 거기는 따뜻하데?
근데 거기는 펄펄 끓어서 창문 열고 잔대!,와 대박이다 왜캐 비교 되냐 ㅋㅋ
"그니까, 그래서 전기장판 필수여!",그냥 선풍기 히터 하나 사서 틀어 ㅋㅋ
요즘에 층간 소음이 되게 문제잖아!,아 맞아 그건 항상 이슈 되더라 ㅋㅋ
근데 이번에 되게 훈훈한 기사가 떴더라고!,오 층간 소음인데 훈훈한 기사가 떠?
응 글쓴이가 애기 엄마인데 자기 애가 너무 쿵쿵거려서 밑에 집에 사과를 하러 갔대!,아 밑에 집 사람은 아무 말도 안 했는데?
어 맞아 애기가 너무 활발해서 자기가 주의를 줘도 계소 뛰었대 ㅜ,와 그래도 먼저 찾아가서 사과하는 거 멋있다
그니까 밑에 집에 심지어 할아버지가 살고 계셨대!,그래서 그 할아버지는 뭐라고 하셨어?
근데 찾아갔는데 안 계셔서 문 앞에 먹을 거랑 편지를 놓고 갔대 미안하다고!,아 우리집도 전에 위에서 명절에 미안하다고 선물 준 적 있어
근데 이 할아버지가 이 애 엄마한테 되려 편지랑 선물을 놓고 갔대!,아 할아버지도 그럼 답례를 한 거구나
응 맞아! 할아버지는 애기가 뛸 수도 있지 자기는 신경 쓰지 말라고 편지를 쓰고 갔대!,역시 어른이라 이해를 잘 해주는구나 굳
이번에 일본 화산 폭발 났다매?,일본? 거기는 지진 안 나니까 화산이네 ㅋㅋ
"ㅋㅋ 아니야, 몇 주 전에 도쿄에서 지진 났었잖아!",헐 도시에서 지진이 일어 났다고?
어 맞아 내가 기억하기론 5 정도 되는 지진 났다고 했어!,5정도 되는 지진이면 심각한 거야?
음 일단 지하철 선로가 이탈 됐었대!,그럼 그 사람들은 괜찮았데?
내가 봤는데 36명이 다치고 10명 정도가 사망했다고 그랬어!,아 인명피해는 절대 피해 갈 수가 없구나 ㅠㅠ
근데 이번에는 일본 아소산이라는 산에서 5년 만에 분화가 됐대!,거기는 어디에 있는 지역인데?
그거까지는 잘 모르고 다행히도 인명피해는 없었대!,아 그건 진짜 다행이다 ㅠㅠ
그니까 화산재가 2키로 넘어서까지 분출됐었대!,와 근데 인명피해 없었다니 행운이네
언니는 화장하는 단계가 어떻게 돼?,음 기초 화장? 아니면 색조 화장?
일단  기초부터 얘기해 줘~,지금 버전? 아니면 예전 버전?
ㅋㅋ 음~ 어떤 버전이 더 심오한데? ㅋㅋ,지금은 귀찮아서 잘 안하고 예전에 더 했지 ㅋㅋ
근데 나도 예전에는 화장품 쎄트 알아? 그거 다 바름 ㅋㅋ,아아 화장품 세트로 들어져 있는 거 다 발랐다고?
어 맞아 ㅋㅋ 스킨에서부터 슬리핑 크림? 그거까지 다 바름 ㅋㅋ,아 잘 때 팩 말고 바르는 거 그거 말하는 거구나?
근데 나는 지성이라 더 뭐가 나더라!,그게 뭐야 ㅋㅋ/스킨만 발라야 되는 거 아니야?
ㅋㅋ 맞아 나 그래서 지금은 패드 에센스 수분 크림 끝이야!,패드가 뭐야? 스킨 같은 거?
그 화장솜에 물기 있는 거~,아 요즘 그거 엄청 뜨는 거 같더라 ㅋㅋ
나 손가락에 습진 있는 거 알고 있었어?,손가락에 습진? 집안일 많이 해서 그래?
몰라 ㅋㅋ 예전부터 물이 많이 닿아서 그런 가 봐!,아 너 예전에 알바 많이 해서 그런가 봐 ㅠㅠ
헐 맞아 나 바보같이 장갑도 안 끼고 했어!,근데 장갑은 나도 불편해서 잘 못 껴 ㅠㅠ
ㅜㅜ 그 주방 세제가 독하잖아 ㅜㅜ,설거지 할 때 쓰는 퐁퐁 말하는 거지?
맞아! 설거지 할 때 그냥 맨손으로 했어 ㅜ,근데 식당은 왁스도 좀 섞어서 한다는데 맞아?
어 나는 그렇게까지는 안 했고 아마 주방 청소는 사장님이 그렇게 했을 걸?,아니 설거지를 왁스 섞어서 한데!
그거 진짜 깨끗하게 닦아야겠는 걸?,그치 그래서 나 뭔가 식당 가기 싫더라 ㅋㅋ
ㅋㅋ 어 일단 우리는 안 그랬어!,그나마 다행이네 ㅠㅠ 손이 덜 다쳐서
요즘에 키오스크 이용하는 매장이 생기는 거 같아!,키오스크? 그건 또 뭐야 ㅋㅋ
언니 햄버거 집이나 카페 가면 사람한테 주문 안 하고 기계로 주문하잖아!,아 셀프 주문대 말하는 거구나?
어 맞아 그걸 키오스크라고 해!,ㅋㅋ 그건 처음 알았네/맞아 나도 그거 많이 해
나 오늘 김밥집 갔는데 이거 있더라?,와 김밥 집에 그게 있다고? ㅋㅋ/거기 되게 큰 데야?
어 ㅋㅋ 대박이지 어 근데 브랜드 집이야 ㅋㅋ,뭐 뭐 천국 이런데 말 하는 거야?
ㅋㅋ 어 맞아~ 그런 곳 말하는 거야~,ㅋㅋ 와 나도 한번 김밥 집 가봐야겠다 ㅋㅋ
ㅋㅋ 진짜 신기해 거기서 시키면 주문서 나오고 그치?,응 그러고 번호 울리면 찾으면 되잖아 ㅋㅋ
맞아! 아 근데 현금 결제는 안 돼서 그건 좀 아쉬움!,근데 동전을 거슬러 줄 수가 없어서 그런 듯
나 오늘 점심에 무도 봤다~,뭐야 밥 안 먹고 영상 봤어?
아니지~ 영상 보면서 밥 먹었지~,요즘 애들 보면 핸드폰 보면서 밥 먹더라 ㅋㅋ
언니 정총무 편 봤어?,그럼 맨날 정준하 당하잖아 ㅋㅋ
ㅋㅋ 와 근데 정총무 편은 노홍철이 제일 많이 냈잖아 ㅋㅋ,어? 그랬나?/난 정준하가 제일 많이 낸 줄 알았어 ㅋㅋ
회전 초밥집에서 거의 100만 원 냈잖아!,거기서 왜 노홍철이 계산 했는데?
ㅋㅋ 거기서 정총무가 이겨서 나머지 멤버가 내야 하는 상황이었거든?,노홍철은 게임 같은 거 안 질 거 같은데 ㅋㅋ
ㅋㅋ 근데 그날은 가위바위보에서 졌음!,아 가위바위보는 운이라 어쩔 수 없지 ㅋㅋ
ㅋㅋ 그니까 근데 노홍철이  모든 게임 같은 걸 잘 안 치는 편이거든?,맞아 운빨도 좋고 머리도 좋은 거 같아~
와 이번에 드디어 이터널스 나온대!,그거 예전에 개봉 했었던 거 아니야?
아니! 이거 마동석 나오는 거잖아!,아 맞다 그 마블 영화~
어 맞아 ㅋㅋ 주먹으로 싸운대 ㅋㅋ,마동석은 당연히 주먹으로 싸워야지 ㅋㅋ
ㅋㅋ 맞아 그거 티저 봤는데 씨지 오지더라!,아 그거 무조건 보러 가야지 ㅋㅋ
근데 마동석한테 미안한데 마동석은 마블이랑 안 어울리는 듯!,아 진짜?/티저가 그렇게 별로였어?
아니 그게 아니고 범죄 도시에서 너무 각인이 됐나 봐!,나는 베테랑 ㅋㅋ/나 아트박스 사장인데~
ㅋㅋ 아 맞아 ㅋㅋ 나는 진실의 방으로~,아 ㅋㅋ 진실의 방 그거 패러디도 했던 거 같은데 ㅋㅋ
ㅋㅋ 어 맞아 ㅋㅋ 이게 우리 변호사야 전 변호사라고~,아 그건 나는 잘 기억이 안 난다 ㅋㅋ
나 오늘 점심 밖에서 먹었는데 좀 짜증 났어!,왜 밖에서 먹으면 좋지 않아?
근데 밥이 나왔는데 그릇이 더러웠어!,아 위생 별로인 데는 가기 싫어
어 거기 진짜 유명한 곳이었거든!?,유명한 곳에서 더더욱 그럼 안 되지 ㅡㅡ
나는 분명히 카레를 시켰는데 왜 그릇이 빨개?,뭐야/뭐가 묻었길래 그런 거야?
이제 고추기름 제대로 안 닦인 거겠지!,아 헐 그럼 먹기 싫어 ㅡㅡ/환불했어?
"나 그냥 배고파서 먹었어,",야 너 너무 착하다/난 절대 못 먹어
근데 나도 시간 많고 혼자 먹었으면 그냥 바로  환불했지!,그래도 가게에 말은 하고 나왔지?
어 했는데 그냥 죄송하다고만 하더라~,쿠폰이라도 하나 챙겨 줘야지 너무하네
진짜 거짓말 안 하고 나 여기 산 지 10개월째거든?,오 그래도 거기서 나름 많이 버텼네?
어 근데 10개월 내내 공사를 한다?,아 맞아/너 거기 처음 들어갔을 때 그랬지 ㅋㅋ
이게 머선 일이야,아니/대체 무슨 공사를 하는 건데?
밖에는 건물 공사해서 이해가 돼!,근데 안에서는 대체 무슨 공사하는데 ㅋㅋ
문자 뜨더라?,거기 건물이 오래된 곳 이야?
이천 년 초반에 만들어진 곳이야!,아 그럼 계속 고치고 있나 보네 ㅠㅠ
진짜 들어올 때마다 이상한 냄새 나는 중!,그냥 2개월 채우고 집 옮기자 ㅋㅋ
"어, 이 사장님이 괜히 2만 원 깎아 준 게 아니었음!",그 정도면 5만 원 깎아 줘야 함
언니는 과태료 내 본 적 있어?,응 나 과태료 내 본 적 많지 ㅋㅋ
근데 거기는 그래 지뢰가 많지,응 과속도 있었고 신호도 한 번 있었어 ㅋㅋ
신호 과태료 비싸지 않아?,어 맞아/그래서 낼 때 엄청 슬펐다?
그거 내가 알기론 7만 원대였는데?,웅 7만 원 냈는데 나는 억울해 ㅠㅠ
그대 상황이?,그때 멈췄는데 오빠랑 말하다가 모르고 지나감 ㅋㅋ
운전할 때는 집중하라구으~,다 멈춰 놓고선 나는 아무 생각이 없었다~
ㅋㅋ 근데 거기에 마침 카메라가 있었고?,카메라를 보고 멈춘 건데 말하다가 그냥 갔어 ㅋㅋ
"ㅋㅋ 그럴 거면 왜 멈췄어,?",그냥 뇌가 멈춘 거지 뭐 ㅋㅋ
언니 투잡 뛰어 본 적 있어?,나 지금 투잡 하고 있는 중이야
투잡 할 때 안 힘들어?,아 나는 투잡 아니고 쓰리잡이다/쓰리잡 ㅋㅋ
잘 시간은 있는 거야?,웅 본업이랑 블로그 키우는 거랑 대화하는 거 하고 있어 ㅋ
블로그 키우는 건 지금 많이 키워졌어?,이웃 처음에 47명이였는데 곧 600명이야~
다음 주면 1000명 넘겠네!?,아니 ㅠㅠ/그렇겐 아니고 한 11월 안에는 가능하지 않을까?
그러면 12월 달에는 1500명 정도 예약!?,음 글쎄/일단은 한번 노력은 해 볼게 ㅋㅋ
ㅋㅋ 근데 그거 해서 돈을 어떻게 벌어?,돈을 아직 버는 건 아니야 ㅠㅠ/광고 글 올리고 하는데 ㅋㅋ/아직 수입이 없어
언니도 이제 내년 되면 파블 되겠네?,어 그게 지금 나의 꿈이야 ㅋㅋ
언니는 훈련소 안에 들어가 본 적 있어?,응 나는 훈련소 안에 꽤 들어갔어 ㅋㅋ
언니 여자인데?,나 전에 오빠 군대 갔을 때 가 봤고 친구 따라서 들어갔어 ㅋㅋ
오 그럴 때 뭐 신청서 같은 거 작성 안 해?,앞에서 어떻게 방문했는지 쓰는 거 있긴 하더라!
그러면 명찰 같은 거 주고 들어가라고 하지 않아?,웅 맞아/신분증 주고 출입증 받아서 들어가야 해!
몇 시간 있다 나와야 해?,그런 건 딱히 정해져 있는 거 같지 않아!
그래서 들어가서 오빠 만났어?,웅 오빠 얼굴도 보고 쇼핑도 하고~
피엑스 오빠랑 같이 들어감?,아니지/쇼핑은 방해되니까 혼자 가야지!
병장이었어?,아니/훈련소 때는 훈련병이였을 거 같은데 ㅋㅋ/기억이...
언니는 배우고 싶은 거 없어?,나는 패러글라이딩 한번 배워 보고 싶어
아 언니가 나중에 패러글라이딩 사람들 태워 주게?,아니/그거 배우면 어디든지 가서 혼자 탈 수 있대
근데 혼자는 무섭지 않아?,그래도 누가 태워 주는 거 말고 내가 자유롭게 타 보고 싶어 ㅋㅋ
난 무서워서 그런 거 못 해!,아 근데 그거 장미만 천 단위라 포기했어 ㅋㅋ
장비도 그렇고 그거 교육 같은 것도 이수해야 하지 않아?,맞아/교육비도 다 주고 배워야 해 ㅋㅋ
교육비는 얼마나 한대?,그건 장비 얘기 듣고 안 물어봤어 ㅋㅋ
교육 시간은 몇 시간이래!?,아 거기는 그냥 와서 편하게 배우면 된다고 그랬어!
근데 일단 배우는 곳부터 멀쥬?,아니쥬/여기 가까운 데에 있쥬~
우리 언니 남친이랑 싸웠대~,뭐야/언니 남자친구 언제 생겼대?
우리 언니 남친이랑 1년 넘었지~,와 꽤 됐구나?/전에는 없었던 걸로 기억하는데 ㅋㅋ
코로나 터지기 직전에 태국 가서 물어 왔어~,와 여행지 가서 만나는 사람들 보면 되게 신기하더라/어캐 만나지?
되게 외향적인 성격이라 그런가 봐~,역시 만날 사람들은 다 어떻게든 만나나 봐 ㅋㅋ/왜 싸웠대?
다음 달에 제주도 가기로 했는데 못 간대~,에이 사정이 있을 수도 있지 ㅠㅠ
근데 남친이 군인이라 두 달에 한 번씩 보는 거였거든~,아 그럼 두 달에 한 번 보는데 못 보게 된 거야?
8월에 보고 이제 만나는 거였는데!,기대 했었던 거만큼 실망도 많이 크겠다 ㅠㅠ
우리 언니 지금 즙 짜는 중~,어머 너가 가서 휴지 좀 드려라~
내 남친 지금 옆에서 입 벌리고 자는 중~,오빠 소리 소문 없이 꿀 잠 자는 중?
ㅋㅋ 웅 입 닫게 해 주고 싶은데 너무 단잠에 빠져 있어서 안 건드리는 중~,아 그럼 너가 살포시 위에 입을 막아
ㅋㅋ 내 남친 지금 빨개벗고 있는데 맨바닥에서 누워 있어 ㅜ,"헐 많이 피곤한 거 같은데?, ㅋㅋ"
"웅 ㅜㅜ 내 남친 빨리 따뜻한 곳에 묻어 줘야 해,",이불은 아직 안 깔았어?
어 나 아직  안 씻어서 안 깔았거든 ㅋㅋ,아 혹시 둘이 딱 붙어 있을 사이즈인 거야?
너무 슬퍼 우리 집 시궁창이야,괜찮아/곧 끝나니까 조금만 버티자 ㅠㅠ
그래서 내가 옆에서 온기 나눠 주는 중,그러니까/얼른 선풍기 히터 하나 장만해
"지금 내 남친 침 흘릴 거 같아,",아 냄새 엄청 날 거 같은데.../최악
우리 오복이 유튜브 개설했어~,헐 대박/언제 개설했어?
개설한 지는 꽤 됐는데 지금 구독자 15명~,오 다 지인들이 눌러 줬구나? ㅋㅋ
우리 가족이 10명이야~,아 가족 10명 친구들 5명?
당연한 거 아니겠어~,그럼 오늘 내가 또 누르러 가야겠네 ㅋㅋ
우리 오복이 오늘 브이로그 올렸어~,아 그럼 자기 전에 하나 보게 아이디도 알려 줘 ㅋㅋ
웅 거기에 우리 오복이 땜빵 난 싸이즈 제대로 볼 수 있음 ㅜ,오 이제 오복이 안부는 거기서 확인해야겠다 ㅋㅋ
언니가 예쁘게 동영상 찍어 놨어~,언니가 그런 거에 재주가 많은 거 같네?
집에 있으니까 그런 거라도 해야지~,ㅋㅋ 언니 지금 백수 라이프 즐기고 있구나 ㅋㅋ
와 쌍둥이 배구 선수 알고 있지?,아 그럼 논란됐던 그 사람들 맞지?
이번에 그리스로 이적했잖아!,그럼 국내에서는 절대 활동 못 해 ㅋㅋ
쌍둥이 동생이 이번에 그리스 데뷔전 치뤘대!,거기서 활약은 잘했다고 해?
어 이번에 3 대 0으로 완승 거뒀어!,아 그런 사람들은 잘 안 됐으면 좋겠는데 ㅋㅋ
근데 쌍둥이 언니는 출전 안 했대!,왜 언니는 출전을 안 했대?
일단  동생만 나오고 나중에 나오겠지?,아 그래?/난 둘이 한번에 나온 건 줄 ㅋㅋ
근데 동생이 이번에 활약을 많이 했더라,그럼 그 언니 다음 경기가 부담스럽겠다 ㅋㅋ
근데 파워는 언니가 더 쎄대!,아 그런 사람들한테는 잘못 맞으면 안 돼 ㅋㅋ
나 오랜만에 섯다 한 판 했잖아~,오 섯다~/모바일로 즐긴 거야?
어 오빠 섯다 어플 두 개나 깔려 있거든~,한 핸드폰에 두 개를 깔 수가 있어?
다른 어플이니까!,아아 같은 게 아니라/다른 게임사구나?
근데 나 사고 침~,설마 거기 있는 돈을 다 날림?
5천만 원 있는 거 다 날림~,그거 모으는 데 얼마나 걸리는데?
한 방에 끝나던데?,한 방에 오천만 원을 다 잃었다고?
나는 칠땡이었는데!,너 그 정도면 이제 섯다 건들지 마
"하, 섯다는 진짜로 해야 해!",오 실전은 좀 잘하나 보넹~
요즘에 핑크뮬리가 진짜 예쁘게 피더라?,맞아/제주도 가서 보고 왔지 난 ㅋㅋ
제주도에도 핑크뮬리가 있어?,원래 핑크뮬리 첫 시작이 제주도 아니였어?
나는 고창에 핑크뮬리 맛집이 있다고 그래서!,아아 나는 국내 생긴 거 이번에 알았어 ㅋㅋ
나는 당진 가서 보고 왔지~,당진도 이쁘게 잘 해 둔 곳 많더라 ㅋㅋ
근데 내가 갔을 때는 핑크뮬리 말고 볼 게 없었어!,그 학교?/미술관?/그런 거 해 놓지 않아?
거기 말고 다른 곳으로 갔어!,그래도 당진도 바다가 보였었나?
당진은 바다 안 보일걸?,왜 나는 바닷가가 보인다고 생각하고 있었지... 흠
거기 논산보다 밑에 지방이야!,밑에 지방 군산은 바다 있다고!
나 이번에 목도리 장만한다!,목도리?/그럼 나는 장갑을 장만한다!
ㅋㅋ 아 장갑도 필요한 거 같아!,나 차에 열선 없어서 손이 시려 ㅠㅠ
헐 ㅜㅜ 열선 무조건 넣어야 하는 옵션인데!,차 살 때 핸들 열선 들어간 건 너무 비싸서 못 샀어 ㅠㅠ
열선이랑 엉뜨 있는 옵션이 비싼 이유가 있어!,근데 엉뜨는 절대 포기 못 하지 ㅋㅋ
아 그래서 엉뜨 기능은 있는 거야,웅 그건 있는데 ㅋㅋ/핸들에 없어
그거 손 엄청 시려 겨울에!,맞아/그래서 지금 날씨가 추워서 장갑 하나 해야 해 ㅠㅠ
진짜 보온 잘 되는 걸로 사!,웅 손가락 다 뚫린 거 살게/편한 걸로~
손가락 다 뚫린 거라니 ㅜ,그래도 좀 편하게 끼고 싶어 ㅋㅋ
이제 진짜 아마존이 사라진대 ㅜㅜ,아마존?/거기는 왜 사라진대? ㅠㅠ
여기 지금 나무 엄청 베고 있잖아!,아 그래서 환경이 무너져서 사라지는 거야?
지구의 허파 같은 곳이잖아 여기가!,거기는 동물들도 많이 살고 그러지 않아?
근데 파괴 속도가 이전보다 6배나 빨라졌대!,아마존이면 라이언킹 이런 거 같은 곳 맞지?
여기가 여의도 면적에 422배나 되는 곳이었대!,그 정도 면적이면 얼마나 되는지 가늠이 안 간다 ㅋㅋ
"이런 곳을 파괴하다니, 진짜 생각이 있는 건가,?",그럼 다시 나무를 심으면 되지 않을까?
"근데 이 나무도 최소 몇 십 년이나 자랐던 나무인데,",그럼 나무를 베는 걸 멈추면 안 되는 건가...
"거기서 막무가내로 베는 거라,",아 제발/자연 좀 잘 지켜 줬으면 좋겠다 ㅠㅠ
아 나 눈썹 정리해야 하는데 귀찮다!,아 나도 눈썹 정리해야 되는데 ㅠㅠ
눈썹은 왜 이렇게 빨리 자라는 걸까?,그러니까/맨날 정리하는데 사라지지도 않아
나 저번 주에 깎았던 거 같은데!,그리고 눈썹은 레이저 안 하더라?
눈썹에도 레이저를 해?,나 관리 하기 싫어서 알아봤는데 눈썹은 레이저 하는 데가 없어 ㅋㅋ
안 하는 이유가 있대?,글쎄/디자인이나 이런 것도 해 줘야 돼서 그런가?
그냥 스케치 하고 그 밖에 있는 것들만 쏘면 되는 거 아니야?,아니면 눈 주변이라서 그런걸 수도 있고!
아 눈 주변이라 갑자기 눈 뜨면 큰일 나잖아!,눈 위에 수경 쓰고 하면 되지 ㅠㅠ
그래도 혹시 모를 사고에 대비해서 안 하는 거일 수도!,웅 근데 있으면 나는 하고 싶어 ㅋㅋ
언니 지금은 손목 괜찮아?,아니/나 지금도 손목 부셔지는 중 ㅠㅠ
ㅜㅜ 손목에 아대는 찼어!?,아니/지금 아대마냥 파스 두르고 있어 ㅋㅋ
파스 어디 꺼 샀어?,아렉스?/그런 글씨를 본 거 같은데?~
내가 아는 파스는 케토톱밖에 없는데 ㅋㅋ,아 나는 동전파스 좋아했어 ㅋㅋ
그거 대만에서 팔았던 건가?,아니/그거 일본에서 팔았던 거야 ㅋㅋ
그거 아직도  가지고 있어?,아니/그건 이미 사라졌고 ㅋㅋ/대만은 호랑이 연고 아니야?
내 친구 그거에 대한 진짜 웃긴 썰 하나 있는데,거기에 웃긴 썰이 나올 수 있는 거야?
째뜬 파스 붙이니까 괜찮아?,그냥 시원한 거 같기도 하고 ㅋㅋ/괜찮겠지!
"나 오늘 카드값 얼마 내야 하는지 문자가 왔어,",아 그날이 제일 긴장되는 날이긴 하지...
"얼마 나왔는지 알아,?",음 한 100만 원은 나오지 않았을까?
111만 원 하하하,뭐야/숫자도 맞춘 거 같은데?
금액 보고 ㅋㅋ,ㅋㅋ 웃긴데 슬픈 금액 아니야?
"국민카드님한테,",그럼 우리는 카드값 갚으려고 일하는 거야 ㅋㅋ
다음 달에도 아마 100만 원 정도 나올 거 같아!,헐 왜캐 많이 나오고 있는 거야?
내가 긁은 게 좀 많거든 ㅜㅜ,좀 절약하면서 살자 ㅠㅠ
"하지만 그게 잘 안 되는 거 알지,?",맞아/물욕은 참을 수가 없어 ㅋㅋ
1박2일 사망자 명단 봤어?,엥 웬 사망자 명단?
그 명단 나왔는데 못 봤으?  ㅋㅋ,어어 김선호 사망은 아는데 ㅋㅋ/명단은 왜 나온 거야?
이전에 누가 사망했는지 알아? ㅋㅋ,아 정준영 그 게이트?
그전에는 누구게?,그전에는 mc몽 이런 쪽 아닌가?
그거는 초반이고 그전에는 엄태웅 ㅋㅋ,아 맞아/근데 무도는 사건이 없는데 1박2일은 항상 있더라 ㅋㅋ
길도 그렇고!!,아냐/그래도 느낌이 너무 달라 ㅋㅋ
진짜 1박2일 애들은 너무 큰 사고를 쳤어!,맞아/다 줄줄이 소세지마냥 ㅋㅋ/사고 치고 떠나잖아
이걸 버티는 1박2일 프로그램이 대단한 듯!,그것도 그렇고 김종민도 같이 대단한 듯!
언니 요즘에 보고 있는 만화 있어?,음 나는 보고 있는 건 없고 좋아하던 건 많아 ㅋㅋ
나는 요즘에 아따맘마 다시 보고 있어!,아따맘마?/다시보기?/아니면 재방송 하고 있는 거야?
유튜브로 아따맘마 쳐서 보고 있어!,요즘 애들 유튜브로 엄청 다시 보더라 ㅋㅋ
유튜브로 스펀지밥도 보고 짱구도 보고 다 볼 수 있어!,아 너 예전부터 스펀지밥 엄청 좋아했잖아 ㅋㅋ
나 그 마법의 소라 고동 책도 사고 싶음!,오 이렇게 오덕의 길로 들어오는 건가?
나는 이미 오덕이 됐다능!,맞다능/난 완전 오덕이라능
우리 나중에 일본 가서 피규어도 사자는!,좋다는/가서 레미 레미 도레미 살 거라능 ㅋㅋ
아 레미 레미 도레미는 홍대에 카페도 있다는!,아 대박/나 꼭 가 봐야겠다 ㅋㅋ
