req,res
근데 회사 주변은 한정된 공간이잖아 ㅜ,그치 너무 한정이 돼 있어 ㅜㅜ
니 동생 네는 코로나 안 터졌대?,어 아직 그런 말은 없는데 조심해야겠지?
논산 훈련소는 이번에도 터졌다고 하더라고.,아 그렇구나 진짜? 몰랐네 ㅜㅜ
지금 계속 나오는 중이야.,오 지금까지 몇인지 알아?
아니 그건 모르겠는데 집단으로 터졌다고 하더라,아 훈련병 다들 그럼 어떻게 하냐? ㅜㅜ
이제 그 방 폐쇄하고 격리시킨다고 하더라고.,그럼 다 실내로 훈련시키겠다...
요즘에 훈련도 잘 안 하는 거 같아.,진짜 그분들 입장에서는 너무 좋겠다
근데 훈련할 때 마스크 끼고 한다더라.,마스크 끼면 너무 힘들잖아 숨쉬기 ㅜㅜ 뜨억
맞아 심지어 지금 여름이잖아 완전 극혐 ㅜㅜ,하 빨리 겨울이 오길 바래야겠다 ㅜㅜ
너 재택근무 할 때 교육 같은 거 안 들어?,근무할 때 교육 먼저 들었었지
아 그렇구나 교육은 안 어려웠어?,어 예전에 하던 게 있어서 그나마 낫더라
어때 일은 할만 해?,응 다행이야 일이 쎄빠진다 ㅋㅋ
ㅋㅋ 다들 어렵게 돈 버는구먼 ㅜㅜ,그니까 쉽게 돈 벌 수는 없어 ㅜㅜ
맞아 너 이번에 시험 접수도 했다고?,ㅋㅋ 그게 말야 너의 말대로 환불 요청을 했단다
오 지금 환불 요청 가능해?,오십 프로야 그거라도 받아야지 ㅜㅜ
헐 50%면 얼마 환급 받는 거야?,만 이천 원 ㅜㅜ 아깝다 내 돈 ㅡㅡ
12000원이면 반 마리 치킨 쌉가능이지!,그치 완전 가능각/하지만 그래도 아깝다
부모님이랑 지금 같이 있는 거야?,어 글치 같이 지내고 있지
아니 일 안 나가신 거야?,아 지금 같이 있냐고 아니 나가셨지 ㅋㅋ
주말에도 우리와 같이 열심히 일을 하시는구나 ㅜㅜ,글치 주말에도 나가는 사람이 꽤 많아 ㅜㅜ
그치 요즘에 일자리가 많이 줄어서 조금이라도 더 벌어야 해 ㅜㅜ,맞아 돈 벌어서 집 사야짘 ㅋㅋ
오 집 살만큼 돈 버는 중이야?,집 살만큼 돈 벌면 그 집도 오르겠지 ㅋㅋ
ㅋㅋ 맞아 내 집값 오르는 만큼 다른 집도 오르니까,하 진짜 내 말이 그 말이야 ㅜㅜ
그래도 어머님 아버님 일하느라 힘드시겠다 ㅜㅜ,어 부모님이 힘드시지 ㅜㅜ 어쩔 수 없지 않을까?
그치 부모님 좀 있다 집에 오면 어깨 좀 주물러 드려 ㅋㅋ,고맙다 꿀팁 주무르고 다 해야지 ㅋㅋ
너는 언제 결혼할 생각이야?,난 30 후반 정도? 그때 할 거 같은데
만약에 결혼하면 아이는 몇 명 낳을 계획이야?,아이는 무조건 두 명 딸 아들
아 첫째가 딸이야 아들이야?,첫째는 딸이고 둘째가 아들
지금 딱 너네 가족 구성이네?,맞아 이게 딱 좋은 거 같아 이게 완전한 구성
근데 그거 알아? 나는 딸 두 명이야 ㅋㅋ,아 너도 여자 형제 있어?
응 언니 한 명 있어 ㅋㅋ,어 동생은 안 갖고 싶니?
지금 우리 아빠가 환갑이 넘었는데? ㅋㅋ,아니 어렸을 때 말이야 그런 생각 한번 하잖아
그때 생길 뻔했는데 내가 막았어 ㅋㅋ,아 그래 아쉽네 왜 그랬어.
너 고양이 수명이 몇 년인지 알아?,고양이가 글쎄 수명이 어떻게 돼?
평균 수명이 20년 정도야.,아 오래 사는 건가?  잘 모르겠네?
음 사람보다는 짧지만 그래도 긴 시간이 아닐까?,그치 생각보다 오래 사는구나
그치? 근데 우리 오복이가 벌써 여섯 살이야 ㅜㅜ,오복이 이름이 이쁘네 무슨 뜻이야?
오복이는 오월에 복이 들어왔다는 뜻이야!,와 진짜 뜻이 있었네/그냥 물어 봤는데 올 좋은 뜻이네 ㅋㅋ
내가 지은 이름이지 나 나중에 작명소 차릴 거야.,오 내 딸 이름도 지어주길 바라
너 성씨가 권 씨였나?,그치 권이란다 뭐로 지어줄 거야?
그러면 총명하라고 권총 어때?,장난 하지 말구 그러지 말아라
나 오랜만에 어제 운동했는데 땀이 주륵 나더라.,아 정말 오랜만에 했나 봐? ㅋㅋ
응 나 며칠 동안 아팠거든 ㅜㅜ,아팠어? 왜 무슨 일로 ㅜㅜ
그거는 좀 있다가 얘기해 줄게 헤헤,그래 좋아 꼭 얘기해 줘~
응응 오랜만에 똥배 빼기 운동했더니 좋더라.,그래? 너가 똥배가 어디 있다고 그러니?
사무직은 기본 옵션으로 가지고 있는 똥배가 있어.,ㅋㅋ 그치 너도 있는지 몰랐네/나도 요번에 운동 기구를 살려고 해
헐 무슨 운동 기구 살 예정이야?,그 뭐라고 하더라 런닝머신? 그런 기구들?
런닝머신은 기본 백만 원 하지 않아?,아니 살려고는 하지만 아직 사지는 않았어... ㅋㅋ 덜덜덜
주변에 공원 있으면 뜀박질 추천!,땡큐 너도 열심히 운동을 해/나중에 같이 하자
너 베그 좋아한다고 했나?,응 맞아 모바일로 하거든
아 모바일이면 내 사촌동생 진짜 잘하는데!,아 진짜 부럽다. 나는 거의 숨어있어 ㅋㅋ
존버했다가 나중에 남은 애 죽이는 거야?,존버하다가 3명 정도 남았을 때 쪼금씩 기어나가는 거지
그거 동작법은 어떻게 돼?,동작법 손가락 마구잡이로 움직이면 돼 ㅋㅋ 간단혀
ㅋㅋ 그래? 예전에 쿠키런 생각난다!,아 그거랑 별반 다를 게 없지 ㅋㅋ
너 쿠키런 해 봤어?,그럼 학창 시절에 국룰이었지 쉬는 시간마다
헐 너네는 핸드폰 반납 안 했어?,어 중학생 때는 했는데 고등학생 때는 그냥 앞에다가 놔뒀어
헐 나는 고딩 때도 해서 그런 추억이 없다 ㅜㅜ,ㅠㅠ 슬프네 아쉽다 그런 게 있어야 학교 다닐 맛이 나지
너는 가장 기억에 남는 여행지가 있어?,여행지라기보다 휴양림에서 쉬었던 게 기억나네?
어디 지역 휴양림? 얘기해줘!,덕구라는 곳인데 그게 정확히 지역은 기억이 안 나
그때 누구랑 갔는지는 기억나?,어 그때 친구들이랑 다 같이 놀러 갔었지
역시 친구들이랑 여행이 제일 최고지!,제일 재밌고 생각보다 더 재밌었던 거 같애
가서 바베큐 파티도 했었어?,그때 비가 와서 못 했어 ㅜㅜ 안에서 구워 먹었다
아 비가 눈치가 없네 ㅋㅋ,눈치가 너무 없어 ㅜㅜ 너는 뭐 없어?
나도 친구들이랑 갔던 여행이 제일 기억에 남지!,맞아 그런 게 다 추억이다 또 가고 싶네
나도 최근에는 친구들이랑 담양 갔는데 말이야.,담양이 포도가 유명한 데이잖아
요즘에 에어컨 틀고 있어?,아니 요즘에는 틀지 않아/요즘 비가 와서 습하기만 하고
습하니까 오히려 에어컨 틀게 되지 않아?,아 근데 그러게 안 틀었네?
집에 곰팡이는 안 슬었어?,어 바람이 잘 통해서 그런가 곰팡이 없는 거 같아
너네 집 통풍이 잘 되나 보다!,어 통풍이 잘 돼 창문이 많아서 좋아
그렇구나 비 많이 왔는데 집 안에 비는 안 샜어?,어 그렇게 새지는 않던데? 너는 샜어?
아니 나도 공사하니까 아예 창문 폐쇄시켰지,아 맞다 그렇겠다 ㅜㅜ 창문을 열어야 하는데 답답했겠다
괜찮아 화장실 환풍구 24시간 내내 틀고 있어서 ㅋㅋ,그거 너무 작잖아 ㅜㅜ/그래도  창문이 있어야 해 ㅜㅜ
그건 맞아 이제 비는 안 오니까 다행이야!,어 맞아 이제 비 소식은 없었으면 좋겠어
나 요즘에 소화가 안 돼서 인터넷 찾아 봤거든?,소화? 응 그런데 뭐라고 나와?
근데 내가 다이어트로 인한 섭식 장애일 수도 있다는 기사를 본 거야.,하 진짜? 그럼 어떻게 해결해야 해?
일단 규칙적인 식사 시간을 가지라고 해서 아침을 꼭 먹는 편이야!,아침에 너는 주로 뭘 먹어?
나 이번에 오트밀 구매했어!,오트밀? 그거 너무 침샘을 자극해 ㅋㅋ
다른 사람은 신문지 맛 난다고 하더라 ㅋㅋ,아니 먹으면 목젖에서 일렁일렁거려 불편해
기사 찾아보니까 아침에 오트밀이 좋다고 해서 나는 먹어보려고!,그래 그거라도 먹어야지/우유는 먹니?
그거 아몬드 브리즈랑 같이 먹어!,오 완전 건강식으로 차려서 먹는구나
나 심지어 아몬드 브리즈 언스위트로 먹는 거 알지?,와 너무 대단한데? 언스위트라니
너는 웨딩 사진 어디서 찍고 싶어?,나는 전문가 아니면 친구들 중에 잘 찍는 사람이 있으면 그 사람한테 부탁할려고
그렇구나 뉴스 보니까 볼라비아에 사는 한 커플은 산 위에서 찍었대!,와 진짜? 나는 그렇게는 못 하겠어
그러니까 근데 기사 사진 거 봤거든? 예쁘긴 하더라 ㅜㅜ,진짜 난 보기만 해도 무서울 듯
근데 나중에 다른 생각이 들더라 ㅋㅋ,어 무슨 생각을 했을까? ㅋㅋ
그 산이 라파스에 있는 산인데 해발 6천미터가 넘는대 ㅋㅋ,어 진짜? 백두산보다 높은 거 아니니?
응 그러니까 저기를 어떻게 올라갔을까라는 생각이 들더라고 ㅋㅋ,대단하다 진짜 기구를 타고 올라갔겠지?
그러니까 ㅋㅋ 올라가는 데 한 며칠 걸렸겠지?,시간도 오래 걸리고 가다가 멀미가 나겠구만
맞아 와 이 커플 체력이 대단하다고 느꼈잖아 ㅋㅋ,와 진짜 강심장이다 나는 절대 못해
너는 해보고 싶은 네일아트 있어?,아 네일아트는 안 하고 싶어
왜? 너도 답답한 느낌이 들어서?,저번에 해 봤는데 별로 안 이쁜 거 같아
어 그때는 어떤 아트로 했었는데?,그때 아마 별의 별 거 그냥 잡동사니로 끼어 넣던데?
그래? 거기 아트를 잘 못하는 곳 아니야?,그러니까 이상한 데 갔었나 봐 ㅜㅜ
그런가 봐 가격은 얼마였는데?,그때 10만 원 정도/아는 사람이라서 가봤었어
헐 그 가격이었는데 별로였다고,어 거의 개업 느낌이라 돈 준 거지
헐 오히려 개업이면 세일 많이 하지 않아?,아 근데 그냥 아는 사람이라 돈 줬어
야 그러는 거 아니지 그 지인이랑 손절해 ㅋㅌㅋㅌ ㅋㅋ,그래 손절각이다 끝내야지
나 요번에 아팠다고 했잖아 ㅜㅜ,응 맞아 그랬었지 ㅜㅜ
아침에 일어났는데 허리가 너무 아픈 거야 ㅜㅜ,어 허리가 자주 아프네 ㅜㅜ
아니야 나는 목이 자주 아팠지 ㅜㅜ,아 너는 종합병원인 거 같아 너무 아픈 데가 많아 ㅜㅜ
그런가 봐 나이가 드니까 고장이 많이 나네 ㅜㅜ,허 벌써 그렇게 느끼면 어떻게 ㅜㅜ
슬프다 친구야 ㅜㅜ 그래서 병원 갔다 왔어 ㅜㅜ,아이고 병원비가 얼마나 나왔는가
다행히도 원래 다녔던 곳이라서 그대로 받더라 ㅋㅋ,오 진짜 완전 좋은 데였구나
어 근데 내가 잠을 잘못 자서 허리가 아픈 거래 ㅋㅋ,도대체 어떤 식으로 잤길래
아침에 일어나니까 베개가 내 허리춤에 있더라 ㅋㅋ,너도 잠을 험하게 자는구나 나는 그런데
나 오트밀 어디서 샀게?,모르겠네 마트에서 샀어?
나의 사랑 당근마켓에서 샀지 ㅋㅋ,당근마켓? 그런 것도 팔아?/새 거였겠지?
응 네이버 쇼핑에서 사려다가 갑자기 생각나서 봤는데 딱 하나 있더라 ㅋㅋ,와 능력자네 신기하다 와
네이버는 18700원에 파는데 당근마켓은 12000원!,그니까 너무 비싸 그것도/그래도 다행이네
한 병당 천 원 꼴이었어!,오 그니까 병으로 나왔었구나?
응 한 번에 먹을 수 있게 편리하게 나왔더라고!,아 완전 편리하네 그런 게 있는지 몰랐네
그렇지? 나도 몰랐는데 찾아보니까 있더라 역시 한국 짱!,우리나라 별의 별 거 편리하게 다 만들어
맞아 그래서 바로 예약 걸고 다녀왔지~,또 샀는 게 신기하네 바로 바로
너는 아이돌 콘서트 같은 곳 가본 적 있어?,아니 가보지 못했어 학교에 행사할 때 오는 사람 빼고
문경에서 축제 열 때 오는 연예인?,문경이 아니고 강원도에 학교 다닐 때 왔던 연예인 맞아
그렇구나 그때 누구 왔었어?,멜로망스에 한 명 왔는데 누군지 몰라
멜로망스는 멤버가 두 명이었나?,어 맞아 두 명일 거야
근데 혼자 와서도 노래 잘 부르고 갔어?,노래 잘 부르던데? 신기하게도
아 생각해 보니까 한 사람은 피아노 치는 사람 아니야?,맞아 맞아 그렇더라고
그러니까 혼자서도 노래를 잘 부르지 ㅋㅋ,그러게 신기하네 근데 왜 혼자 왔지?
뭐 스케줄이 안 맞아서 그랬겠지?,그런가 봐 돈이 안 맞거나 ㅋㅋ
내 친구도 늑대소년이 최애 영화라고 그러더라!,그거는 누구나 최애가 아닐까?
아니야 나 그래서 소름 돋았잖아 ㅋㅋ,뭐 땜에 소름이 돋았을까나? ㅋㅋ
아니 너도 그렇고 걔도 그렇고 그 많고 많은 영화 중에 그걸 꼽았잖아 ㅋㅋ,아 그러게 신기하네 남들도 다 그렇게 하나 봐
나는 최애 영화가 베테랑인데 ㅋㅋ,아 난 그거 보면 항상 아파/다들 맞아서 내가 더 아파
ㅋㅋ 맞아 특히 초반에 나온 정웅인 ㅜㅜ,진짜 너무 슬퍼 어떻게 그렇게 때리지?
그러니까 정웅인 한 쪽 눈 부은 분장 보고 나 너무 슬펐어 ㅜㅜ,맴찢 근데 난 그것도 아팠다 막판에 황정민인가 소화전에 배 찧을 때?
헐 진짜 개소름 나는 그 계단에서 떨굴 때!,아 너는 그 장면이 그랬구나 ㅜㅜ
어 나 그거 보고 눈 질끈 감았어!,진짜 너무 아팠을 거 같아 ㅜㅜ
너 맥주가 어디에 좋은지 아니?,글쎄 독일? 모르겠네? 어디인데?
맥주가 보리를 발효 시켜서 만드는 건 알지?,어 그치 알지 보리 맥주
그래서 장 속에서 발효가 잘 돼서 배변 활동에 좋아 ㅋㅋ,아 진짜 나는 생산지가 어디가 좋은지 물은 지 알았네 ㅋㅋ
하하 다음 이야기는 이제 곧 저녁을 먹어야 하니까 말 안 할게 ㅋㅋ,그래 근데 맥주를 너는 오전에 먹어서  밤에는 안 먹겠다?
응 저녁에 배 안 고프면 안 먹을 생각이야 ㅋㅋ,운동 해서  먹었구나 어제 운동했다더니 ㅋㅋ
응 저녁에 또 운동할 예정이야~,음 완전 열정적이네 꼭 똥배 탈출하길 바라
근데 똥배는 식단도 열심히 해야 해 ㅜ,맞아 너는 한 끼만  먹어서  식단 조절이 돼?
안 되지 그래서 나는 유지어터야 ㅋㅋ,ㅋㅋ 유지어터라니 그래도  두 끼는 먹어야 하지 않을 까?
나 이제 곧 빨래하러 가야 한다 ㅜ,빨래 아까 했어/다 널었지 ㅋㅋ
헐 완전 부럽다 내 빨래도 해 줘 ㅜㅜ,가지고 버스 타고 와 해 줄게 ㅋㅋ
니가 우리 집에 오면 안 돼?,그러면 소용이 없잖아 ㅋㅋ
ㅋㅋ 그때 너가 우리 집 청소해 준 거 기억 난다 ㅋㅋ,아 진짜 뭐 그렇게  쎄빠지게 했는데  안 지워 지더라
아직도 하수구 그 스티커 애용하고 있어. 그거는 괜찮아 ㅋㅋ,그래 다행이네 잘 애용하고 있다니 ㅋㅋ
그리고 화장실 곰팡이는 내가 해도 안 되더라 ㅋㅋ,그래 내가 빡빡 문댔는데 안 돼 ㅜㅜ
근데 아예 속까지 스며들었더라고.,아 진짜 그거는 너 때문에가 아니라 그 전 사람이 문제야 ㅋㅋ
그냥 집주인 아저씨가 제대로 청소를 안 한 거지.,관리를 안 하고 방치 했나 보다
너네 집에서 버스 정류장이 멀어?,어 멀어 꽤 걸어야 가야 해
몇 분 정도 걸어야 해?,어 10분 정도 걸어야 하는 거 같아
괜찮아 우리 논산 집도 10분은 기본이야 ㅋㅋ,그치 근데 아무래도 서울이 가는 데 마다 있을 걸
그러면 고속버스 타러 가려면 몇 분 정도 걸려?,고속 버스는 걸어가 보지는 않았고 차로 8분 정도 걸린 거 같아
우리 집은 차로 15분 정도 걸려 ㅋㅋ,우리는 꽤 가까이라서 다행이다 ㅋㅋ
그러니까 너는 복 받은 줄 알아!,네이 복을 이런 데에 썼나 봐 ㅜㅜ
ㅋㅋ 아니야 더 좋은 곳으로 이사 갈 수 있는 능력 충분히 돼!,ㅋㅋ 고맙다 내 눈을 좀 낮춰야겠네/조건 맞춰서 들어 갈려면
그래 현실을 직시하렴 친구야 ㅋㅋ,현실 직시 딱 그거네 고맙다 이 친구야
너 재택 근무 계약서는 썼어?,계약서 썼지/당연히 요즘에 모바일로 간단하게 하더라구
나도 이번에 모바일로 하는 건 처음인데 신기하더라.,그니까 세상 참 좋아졌다잉 ㅋㅋ
너 근데 계약서 내용 다 봤어?,그거를 다 보지는 못 했고 캡처를 해 놨어 나중에 한 번 다시 볼려고
야 계약서 쓰고 나중에 보면 무슨 소용이야 ㅜㅜ,그치 근데 당장 쓰라고 하니까 자세히 못 봤어
그렇구나 시간이 없었으니까 어쩔 수 없었겠구나 ㅜㅜ,어 그니까 잘 계약 했겠지 뭐 하하
그래 원래 다녔던 곳이니까 우리 같이 잘 다녀보자!,그래 정말 고생스럽게 다녀 보자!
ㅋㅋ 고생스럽게 다녀보자는 무슨 얘기야 그거 말이 씨가 된다고 ㅜㅜ,아니야 그러면 안 돼 아주 열심히  잘 다녀보자
그래 돈 많이 벌어보자 친구야!,돈 벌어서 집 사줄 게 같이 벌자이잉
너 넷플릭스 군대 드라마 봤어?,어 떠 있길래 봤어 너는 봤니?
나 이번에 보고 울었다 ㅜㅜ,오 난 아직 4화밖에  못 봤지만  너무 심각하더라
아 진짜? 그거 몇 화까지 있는 지는 알아?,6화까지 아마 있는 걸로  알고 있어
맞아 6화가 제일 슬퍼 ㅜㅜ,아 진짜 스포 당할래 어땠어?
그 오타쿠 일병 있잖아 자살 시도 해 ㅜㅜ,어 진짜 그래서 죽느냐 마느냐 시즌 2로  갈리나?
그렇지 이거는 무조건 시즌 2 나와야 해!,아 연출도 특이하고 너무 좋더라 다른 의미로
근데 군대 나왔던 애들이 현실 반영 제대로 됐대 ㅜㅜ,나 동생 생각났잖아 그거 보고 쟤도 저런 데 있는 거 아닌가 해서  ㅜㅜ
헐 맞아 니 동생한테 물어봐 ㅜㅜ,근데 문자 내용 보면 그런 거 같지도 않다 잘 지내는 거 같아
너 사람들이랑 스터디 해 본 적 있어?,어 자격증 준비할려고 모바일로 스터디 같이 했어
헐 요즘에는 모바일로도 스터디가 가능해?,어 그냥 궁금한 거 토론하면서 그런 거지
그 사람들은 어떻게 만났어?,카페에서 스터디 한다고 그러길래 참여 했지
우와 신기하다 나는 낯 가려서 그런 거 못 해 ㅋㅋ,모바일인데 뭐 나도  한다 그런 거 상관 없더라
그러면 총 몇 명이서 한 거야?,그때 소 모임이라 5명이었어
그렇구나 그 보이스톡 같은 걸로 하는 거야?,어 그치 그치 맞아 그런 걸로 참여했어 ~
니 공부에 도움이 많이 됐어?,안 됐어 못 땄잖아 ㅜㅜ 슬프다
그래도 혼자 하는 것보다는 낫지?,그치 아무래도 상대가 있으니 혼자보다는 낫더라
니 동생은 여자친구 있어?,어 있던데? 어이 없게 결혼할 상대라고 너무 웃겨
지금 니 동생이 나이가 몇인데 ㅋㅋ,나보다 4살 적으니까 21살이지 ㅋㅋ
둘이 같은 생각이래? ㅋㅋ,그치 동갑이래/나중에 한다고 하는데 몰라 걔 혼자만의 착각일 수도
ㅋㅋ 동생아 그런 생각은 진짜 신중하게 해야 하는 거란다 ㅜㅜ,내 말이 충고가 거기에도  닿았기를 ㅋㅋ
ㅋㅋ 근데 동생 군인이라 군인 아파트는 나오겠다 ㅋㅋ,그러고 보니 그런 말은 안 하네?
보니까 군인은 결혼 일찍 하더라고 ㅋㅋ,일찍 가면 또 나름 잘 살겠지 ㅋㅋ
그렇겠지 지금 몇 년 정도 사귀었대?,아 몇 개월 안 됐을 거야/그냥 사진 보내면서  자기가 나중에 결혼할 상대라고 그러던데?
동생 흑역사 생기는 거 아니냐 ㅋㅋ,몰라 걔도 참 정신이 어디에 있는지
너는 전 남친이랑 기념일 같은 거 챙겨봤어?,그 양반은 초반에는 잘 챙기다가 막판에는 그냥 저냥이더라
초반에는 기념일 어떤 거 챙겼어?,그때 케이크랑 옷 선물을 주고 받았지
서로 그렇게 교환한 거야?,어 처음에는 쫌 그랬던 거 같아
그렇구나 나도 그런 때가 있었는데 ㅜㅜ,너는 오래 됐잖아/요즘에는 기념일을 챙겨?
나 몰랐는데 이번에 2500일이었더라.,와 오래 사겼다/혹시 중간에 힘든 적은 없었니?
응 아무 일도 없었어 ㅋㅋ,아 그럼 정말 다행이구 ㅋㅋ
맞아 무소식이 희소식이라는 말 있잖아 ㅋㅋ,그치 맞아 그러면  다음 기념일은  챙길려고?
음 우리는 1년 단위로 챙겨서 벌써 다음 달이야.,오 대박 그러면 놀러 가는 건가?/재미있었음 좋겠다
너 사슴벌레는 안 키워봤어?,오 그거는  완전 초딩 때 했던 거 같아
그치? 사서 키운 거야?,아니 학교에 매달려 있길래 주웠지 ㅋㅋ
ㅋㅋ 나도 우리 집에 알아서 날아오더라고 ㅋㅋ,아 그거는 아예 집이라고 생각을 했네/난 가다가 영문도  모르는 애를 주워 왔는데 ㅋㅋ
맞아 ㅋㅋ 너도 젤리 먹였니?,먹어야지 그거는 안 먹이면 안 돼 ㅋㅋ
근데 나는 결국에 자연으로 다시 돌려보냈어 ㅜㅜ,그래? 나는 학교 숙제 땜에 가져 온 거라 딴 애 줬어
걔한테 판 게 아니고 그냥 준 거야?,어 그냥 줬지 나도 주웠으니까 하하
그치 근데 나 같으면 팔았다 ㅋㅋ 천 원에,ㅋㅋ 그때 천 원 귀했지 맞아
그럼 천 원이면 핫도그가 두 개인데!,진짜? 난 천 원이었는데 떡볶이를 두 개 사 먹고
너 운동 중에 필라테스라고 알아?,어 그럼 알지 연예인들이 많이 하잖아
근데 요가랑 필라테스랑 무슨 차이야?,요가는 몸의 건강이고 필라는 약간 진짜 운동이 아닐 까?
그런 거야? 나는 차이를 모르겠어서 ㅜ,나도 모르겄다 차이를 한 번 찾아 봐야겠네
찾아보고 나 좀 알려줘!,그래 꼭 찾아 보고 알려 줄게!
근데 요가랑 필라테스는 유연성이 있어야 하지 않아?,맞아 그런 거 같애 아무래도 그거 없음 힘들 거 같아
맞아 나는 선천적 돌 같은 몸이라 안 될 거 같아 ㅜㅜ,ㅋㅋ 아 근데 가면  다 하게 있더라 ㅋㅋ
그래서 한 번 경험해 보고 싶기는 해!,음 한 번 경험을 해 보는 것도 나쁘지 않지 ~~
말 나온 김에 나랑 같이 가지 않을래~?,좋지 같이 가자/힘겹게 스트레칭 하고 오자 !
너 쿠키런 해봤다고 했지?,그럼 국룰 해 봤지
쿠키런이 우리 몇 살 때 나온 게임이었지?,고등학생 때 했어/너는 언제 했니?
그치? 나도 고딩 때 열심히 했던 기억이 나!,어 맞아 그거 친구 초대를 계속 하고 모르는 사람한테도  하고 ㅋㅋ
ㅋㅋ 맞아 처음에는 아 해도 되나 했는데 무조건 다 보냄 ㅋㅋ,해야 돼 해야 내가 하는데 어쩔 수 없어/난 선생님한테 보냈어 ㅋㅋ
ㅋㅋ 선생님이 뭐라고 안 했어?,쫌 친한 선생님이라 괜찮았어 다행히
맞아 그런 선생님은 좋은 먹잇감이 될 수 있지!,맞아 괜찮다 싶으면 계속 보내야지 하루에
ㅋㅋ 너 쿠키런 최고 점수가 몇 점이야?,그런 거 기억을 하니?/난 기억이 안 나? 숫자에 약해 ㅋㅋ
나는 2억 점 넘었던 거 기억나 ㅋㅋ,대단한데 열심히 했나 보구나 ㅋㅋ
너는 가족 여행 계획 있어?,최근에는 갔다 왔어/여행이라고 쫌 그렇지만 펜션 빌려서 가족끼리 갔다 왔지
그렇구나 어느 지역으로 다녀왔어?,아 가까운 데 문경에 갔다 왔지/저 산 꼭대기에 있더라
ㅋㅋ 아니 놀러 간 거 아니고 운동하러 간 거 아니야?,아니 차를 꼭대기에 세워 놓은 거지/난 그런 데 있는 지도 몰랐다/사촌 언니가 빌렸는데 크
아 사촌도 같이 간 거야?,응 갔지 문경에 이모가 있어서 다 같이 갔어
그렇구나 오랜만에 다 같이 모여서 좋았겠다!,어 고기 꾸어 먹고 애들은 풀장에서 놀고 정신이 없더라
헐 산 꼭대기 펜션에 풀장도 있었어?,조만한 거 있던데? 애들은 좋아하더라
그치 애들은 풀장이면 환장하지 ㅋㅋ,그치 아주 아침에 가서 저녁까지 놀더라 체력이 장난 없네
맞아 애들 체력 진짜 무서워 후덜덜,그니까 나중에는 거기 있는 사람들이랑도 친해져서  놀더라고 친화력 갑
너 엊그제 뉴스 봤어?,아니 보지 못했는데 무슨 일이 터졌구나
너 그러면 형제 둘이 자기 할머니 죽인 기사 봤어?,그런 얘기는 못 들었는데 심각하구나
야 지금 기사 봐봐 진짜 세상이 말세야 ㅜㅜ,그러네 어쩌다 그랬다니? 대충 알려줘 봐
할머니가 자기한테 잔소리 했다고 형제 중 형이 칼로 찔렀대!,그런  생각은 어떻게 나오는 걸까 진짜 ㅜㅜ
그러니까 근데 동생은 그냥 보고만 있었다고 하더라.,무서웠나 왜 그랬지?/112에 전화라도 해 주지
아니 동생이 지적 장애인가 있는 애래 ㅜㅜ,헐 또 장애가 있어 ㅜㅜ 너무 슬프다
응 그렇다고 하네 할아버지가 자기 손주들이 자기 부인을 찌른다고 경찰에 신고했대 ㅜㅜ,아 할아버지도 계셨던 거야?
응 근데 더 슬픈 건 두 분 다 거동이 불편하신 장애가 있으셨대 ㅜㅜ,아 하필 또 왜 그럴까 슬프다
요즘 아프간에 대한  뉴스가 많이 나오잖아,어 그렇더라고 아프간에 폭팔이 있었나?
맞아 미국에서  미사일을 쐈다고 하더라.,하 진짜 그거는 또 왜 그런 거야 ㅜㅜ
해야지 걔네가 먼저 시작했으니까.,아 그래? 몰랐네 뉴스를 잘 봐야겠다/세상 돌아가는 거 알려면
맞아 이 아프간 뉴스는 꼭 봐야 해!,오늘이라도 챙겨 봐야겠네/핵 미사일을 쏜 거야 그럼?
아니 그거 말고 닌자 미사일을 쐈대.,그게 뭐야 그게 뭔지 알아?
이거는 폭약이 든 탄두는 없고 6개의 칼날이 장착된 미사일이래!,헐 칼?  무섭다 너무 무서운데 사람들 막 으 생각하기도 힘들다
응 근데 그  미사일이 민간인 피해를 최소화 시키는  미사일이래!,아 아무래도  그렇겠다 그거는 또 다행이네
그렇지 ㅜ 근데 이 시기가 빨리 끝나야 두 나라 모두 괜찮아질 텐데 ㅜㅜ,그니까 아이도 있을 테니 빨리 나아졌으면 좋겠다
너는 그 네일 아트 사장이랑 어떻게 알게 된 거야?,아 친척이야 완전 가까운
헐 진짜 그런 사람이 어떻게 조카 돈을 빼 먹어!,아 근데 별로 안 친해/그래서 그런가 봐 쳇!
네일 아트 사진 보여줄 수 있어?,그거 그 양반 손에 있어 아직 있을란지도 모르겠지만 ㅋㅋ
ㅋㅋ 그렇구나 너는 그래서 다시는 안 할 거야?,아니 뭐 좋은 데 있으면 소개 시켜줄래?
소개 시켜주고 싶은데 나는 논산에 있어 ㅋㅋ,아 그렇구나 가 가 볼게 ㅋㅋ
근데 인스타로 문경 네일 아트 쳐 보면 많이 나올 걸?,그래? 있겠지 근데 요즘 다 문 닫지 않았을까 일대일로 하는 사업이라
사람들이 그걸로 스트레스 풀잖아 ㅋㅋ,마주 보고 하니까 아무래도  쫌 그렇지 않나 싶어서  ㅜㅜ
아니야 오히려 그게 더 잘 되는 걸로 알고 있어!,아 몰랐네 한 번 찾아보고 가야겠다!
나는 어렸을 때 천식이 있었는데 너는 어렸을 때 건강했어?,어 진짜?  난 아토피랑 알레르기성 비염이 있어서  쫌 힘들었어
