req,res
수정 업데이트가 진행되지 않은 경우들이 있대,"아이고, 그러면 우리가 실제로 맞딱드려도 본인인지 알 수 없을 지도 모르겠네"
"그러니까, 조금 무섭다는 느낌이 들어, 제도 정비가 필요해 보인다","전자발찌를 차고 있음에도 성범죄를 일으켜서 문제가 되기도 했는데,/정보가 부정확한 것을 알게 되면 그 점을 노리고 또 다른 범죄를 노리는 경우도 생길 것 같아"
맞아. 성범죄자들이 자기의 죄를 뉘우치고 다시는 범죄를 안 저지르는 것이 가장 좋겠지만 말이야,그러게. 그런데 그것만 믿고 대비를 하지 않다가는 다시 성범죄가 발생할 수 있으니까/최소한의 안전 장치는 마련해야지
사람들이 홈페이지가 있다는 사실만으로도 안전함을 느낄 수 있는 날이 왔으면 좋겠다,적어도 얼굴을 마주쳤을 떄 인식이 가능할 수 있게 사진을 철저히 업데이트하면/성범죄 자체도 많이 줄어들 것 같아
태국 트렌스젠더 쇼라고 알아?,아 알지 엄청 유명하잖아.
태국은 트젠이 엄청 많대.,알아 남자가 더 예쁘다며.
내 친구는 그 쇼도 봤대.,정말? 엄청 재밌었겠다.
응 되게 신기하고 재밌었대.,나도 한번 보고 싶다.
태국 가면 꼭 보라고 하더라.,나도 태국 꼭 가 봐야지.
나 요즘 머리가 좀 길어서 빗질 좀 할까봐,"내가 머리는 또 전문가잖아, 빗 추천해 줄까?"
"오, 그럼 나야 좋지. 나한테는 무슨 빗이 좋을까",언니가 꼭 빗을 사려는 이유가 있어?
"일단은 머리가 엉키지는 않는데, 머리숱이 적고 힘이 없어서 축 쳐지네",그렇다면 나는 볼륨을 살려줄 수 있는 롤 빗을 추천할게
지금까지 꼬리빗밖에 사용을 안해봤는데 롤 빗은 조금 사용하기 어렵지 않아?,"아니야, 머리를 말릴 때 약간 젖은 상태에서 열기랑 같이 슥 빗어주면 볼륨이 생겨"
그럼 나중에 나 하는 거 좀 봐주면 안될까?,좋아. 너 사용법 알려줄 생각에 신난다.
"나 오늘 면접 제의가 왔는데, 화상 면접으로 진행하려고 하시나 봐","음, 요즘은 백신 접종률이 많이 높아졌는데 아직도 그런 기업이 많구나"
"응, 그래서 면접 준비를 해야하는데 화상 면접이라서 옷을 어떻게 하는 게 좋을 지 모르겠어",무난하게 정장을 입는 게 낫지 않을까?
"나도 그렇게 생각하는데, 정장이 없어서 말이야","음, 그럼 언니도 시에서 운영하는 면접 정장 대여 서비스를 이용해봐"
"오, 그런 것도 있어?","응, 횟수에 제한이 있긴 하지만 필요한 일정에 따라 대여가 가능해"
"좋네, 면접일 때를 제외하고는 입을 일이 없어서 조금 부담이 되었는데 마음이 한결 가볍네","맞아, 옷 걱정은 덜었으니 면접만 잘 보면 되겠네. 열심히 해봐"
요새 군대 다시 가고 싶어.,그게 무슨 소리야.
재 입대하고 싶을 만큼 힘들어.,그렇다고 군대를 다시 가고 싶다고?
정말 요새 많이 힘들어.,어떡하면 좋아 괜찮아?
아니다 취소할게.,재 입대는 역시 아닌 거 같아?
응 재 입대하느니 힘든 게 나은 거 같아.,그래 그나마 다행이네.
요즘 일본어 실력이 좀 약해진 것 같아서 듣기 공부를 하고있는데 영 어렵네,언니는 일본어 그래도 애기 수준은 하지 않아?
그렇다고 생각했는데 발음을 알아 듣기가 너무 어렵네,"맞아, 저번에 TV에서 일본 일반인이 말을 하는데 다른 나라 말하는 줄 알았어"
"아나운서 발음은 명확하게 해주니까 알아 듣기가 쉬운데, 일반인은 그게 아니니까 정말 어려워",그리고 나는 장음이랑 아닌게 구분이 잘 안되더라고
"나도 그 부분이 제일 어려워, 나는 장음이 아닌 줄 알았는데 생각 보다 장음인 경우가 많더라고",그 구분이 명확하지 않으니까 약간 문맥에 맞춰서 이해하려고 하게되는 것 같아
"나도 그런 편이야, 그리고 외래어가 나오면 일본식으로 읽다 보니 한번에 이해하기 어려워서 버벅 거리게 돼",외래어 정말 어렵지. 일본어는 우리나라랑 어순이 같아서 쉽게 배울 것 같으면서도 너무 어려워
형이 돈을 안 갚아.,형한테 돈 빌려 줬어?
응 두 달 전에.,얼마나 빌려 줬는데?
50만 원 빌려 줬어.,그렇게 많이는 아니다.
나한텐 많이 빌려 준거야.,형한테 독촉해 봐.
독촉해도 안 주니까 문제지.,가족이라 신고할 수도 없고.
요즘 물가 정말 갑자기 폭등하지 않았니?,"맞아, 장보다가 깜짝 놀라서 내려 놓은 게 한 두개가 아니야"
부동산 가격이 오르면서 물가도 많이 오를거라고 예상은 했지만 너무 많이 올랐네,원래 내 월급 빼고는 다 오른다고 하잖아
갑자기 물량이 부족해서 급등한 재료들은 떨어지는 건 엄청 오래 걸리고 많이 떨어지지도 않더라고,"맞아, 그래서 유통 단계를 좀 줄이고 가격을 안정시킬 필요가 있어"
"아이고, 정말 이대로 가다간 밖에서 밥 사먹는 게 더 쌀 것 같아","맞아, 요즘도 특정 음식은 벌써 그렇게 된지 오래라고 하더라고"
"물가가 좀 안정되면 좀 더 마음 놓고 소비를 할텐데, 물가가 오르니까 더 소비를 안하게 되는 것 같아","맞아, 그렇게 되면 또 악순환이 반복 되면서 경제 성장이 안되고 다시 물가가 오르는 게 정말 문제지./물가 안정은 앞으로도 평생 숙제일 것 같아"
토마토 축제라고 알아?,응 알고 있어.
난 그 축제 꼭 가보고 싶어.,난 좀 찝찝할 거 같은데.
토마토를 던지고 노는게 재밌을 거 같지 않아?,음 맞으면 아플 거 같아.
무른 토마토만 골라서 하는 걸 거야.,잊지 못할 특별한 추억이 되겠다.
참고로 스페인에서 하는 축제야.,응 나도 알고 있었어.
요즘은 패션이나 미용 분야도 남녀 구분이 많이 사라지고 있는 것 같아,맞아. 젠더리스가 유행 중이잖아
남녀를 떠나서 개성이나 취향을 존중받을 권리가 있다고 생각해,"나도, 물론 호불호가 갈릴 수는 있지만 생각해보면 크게 남들에게 피해를 끼치지 않는 부분이잖아"
"응, 본인의 색깔을 남들이 볼 때 너무 과하지 않게 표현한다면 좋을 것 같아",젠더리스도 대부분 남자에 초점이 맞춰져있잖아
많은 사람들이 받아들일 때 부담스럽지 않을 것 같아,"예전에는 색조 화장품이 여자의 고유 물품이었는데, 이제는 자연스럽게 성별에 상관 없이 사용하고 있잖아"
"응, 결국에는 선택의 문제지 성별이 문제가 아니라는 것을 보여주는 대표적인 예라고 생각해",이제는 점점 성별에 상관없이 자신을 마음 껏 표현하는 시대가 되고 있는 것 같아서 보기가 좋네
이제 위드코로나를 시작하려고 준비중이잖아,"응, 그래서 많았던 제한이 조금씩 풀리기 시작했지"
그런데 회사 생활하는 사람들은 조금 싫은 모양이야,왜? 자택근무를 선호해서 그런거야?
"그런것도 있는데, 위드코로나로 제한이 풀리면서 회식이 가능해졌기 때문이래","아, 코로나 덕분에 저녁 식사가 불가능해지면서 강제로 워라벨을 추구할 수 있었는데 이제 불가능하구나"
"응, 그런데 사실 회식 문화는 사라졌으면 좋겠어",나도 그렇게 생각해. 노래방 가서 재롱부리고 술 잔뜩 먹을 걸 생각하니 끔찍한 걸?
맞아. 다 친목을 위한거라고 하지만 다 행복해야 친목이지. 누구를 위한 친목인지 모르겠어,그러니까 말이야. 그래서 그냥 점심 회식 문화가 자리 잡았으면 해
깔깔이라고 알아?,그거 군대 내복 아니야?
내복은 아니고 방한복 같은거야.,요새 깔깔이 모양 외투 많이 보여.
그치? 그 모양이 깔깔이야.,군대가 은근 패션리더네.
난 집에서 아직도 깔깔이 입어.,그게 그렇게 따뜻해?
응 엄청 따뜻해.,군대에서 하나 건져왔네.
누나가 용돈 줬어.,누나가 엄청 좋으시다.
응 우리 누나 좋아.,누나랑 남동생이랑 맨날 싸우지 않나?
어릴 때는 많이 싸웠어.,지금은 완전 사이좋은 오누이네.
그러니까 우리 누나 참 착해.,우리 언니도 착하면 좋겠다.
너도 용돈 달라고 해 봐.,우리 언니는 나한테 돈 달라고 할 걸.
스페인 물가가 진짜 비싼 거 알아?,아니 난 잘 몰라.
스페인 물가가 진짜 상상초월이야.,여행객들은 다 알고 가는 거 아냐?
모르고 갔다가 당황하는 경우도 많대.,얼마나 비싸길래 그럴까.
스페인 두 번 간 사람은 잘 사귀라는 말도 있어.,그게 어떤 의미인데?
두 번째 간거는 진짜 부자라는 의미지.,와 정말 일리있는 말이다.
나 귀걸이를 하고 싶은데 귀를 뚫기는 너무 무서워,언니 이미 귀 5군데  뚫지 않았어?
"응, 맞아. 그런데 귀걸이를 안한지 너무 오래 전이라 이미 다 막혔더라고","그랬구나, 그럼 다시 뚫어. 전에 뚫어 봤는데 뭐가 무서워"
"그게, 중학교 때 귓바퀴 쪽 귀걸이가 마스크에 끼어서 그대로 찢어졌었거든","아이고, 그런 일이 있었구나. 그게 트라우마로 남은거야?"
"응, 그래서 귀를 뚫기는 무서운데 마스크를 쓰다 보니 조금 기분을 내고 싶은 날에는 포인트를 주고 싶어서",그럼 이어커프는 어때? 귀를 뚫지 않고도 귀에 예쁘게 포인트를 줄 수 있어
"오, 그런게 있었어? 찾아보니 귀걸이 보다 화려한 게 많아서 더 좋네","응, 그래서 요즘 연예인들도 많이 하더라고. 마음에 드는 걸로 구매해 봐"
너는 회사를 고르는 기준이 뭐야?,"음, 일단 나는 나의 전공을 살릴 수 있는 회사를 가고 싶어"
"나도 첫 직장때는 그랬는데, 이제는 그냥 연봉 높은 회사가 좋더라고",갑자기 돈의 노예가 된거야?
"아니, 그건 아니고 나도 전공을 살리면 좋을 줄 알았는데 오히려 발목이 잡힌 것 같아서","음, 디자인 쪽 일이 연봉도 적고 야근수당도 없긴 하지"
그것도 그런데 일이 너무 많다보니 일을 해도 빨리 해야해서 내가 좀 더 배워볼 수 있는 기회가 적더라고,그럼 언니는 좀 더 자기 개발이 되는 회사가 다니고 싶은거구나
어디를 가도 내가 성장하기는 어렵다는 생각이 들더라고,아직 언니한테 맞는 회사를 찾지 못했을 뿐이야! 좀 더 회사를 다녀보고 생각해도 늦지 않아
너는 어디 군대가 제일 멋있어?,나는 해병대가 제일 멋있어.
머리 스타일은 별로지 않아?,머리 스타일도 쎄보이고 좋아.
보통 그런 스타일 싫어하던데.,난 강렬한 인상을 주는 게 좋더라.
해병대는 정말 인정할만 하지.,주변에 해병대 친구 없니?
내 주변에 많이 있어.,기회가 된다면 소개시켜줘.
집에 화장실이 하나라 불편해.,원래 두 개이지 않았어?
지금 수리 중이라 쓸 수가 없어.,가족이 몇 명이랬지?
5명이야.,5명이면 엄청 불편하겠다.
특히 엄마가 힘들어하셔.,하긴 여자는 화장실 오래 쓰니까.
많이 불편하신가 봐.,화장실이 하나면 불편하긴 하지.
미국은 병원가기 힘들겠어.,의료보험이 민영화여서 그렇지?
사람들이 아파도 병원을 못 간대.,나도 그 얘기 들었어.
치과도 못가서 야매로 치료한다는 소식은 정말 무서워,얼마나 비싸면 그러는 거야?
충치치료하러 한국 오기도 한대.,비행기 값 + 치료 값 다 더해도 한국 오는게 낫다는 거야?
응 훨씬 저렴하다고 하더라.,미국인들은 돈 없으면 아프지도 못하겠다.
요즘은 자기 개성 시대잖아,"맞아, 사람들이 다 자기에 대해 관심이 많은 것 같아"
그래서 그런지 요즘은 립스틱도 본인의 취향에 맞춰서 만들어 주는 오픈 스튜디오가 있더라,"우와, 신기하다. 그냥 가면 본인의 이미지에 맞게 만들 수 있는거야?"
"아니, 인터넷에서 일정을 예약하고 가면 간단히 퍼스널컬러 검사부터 해","그런것도 해주는구나, 본인의 타입에 대해 알 수 있는 기회도 되겠네"
"응, 그리고나서 자신이 원하는 느낌을 말해서 직원이랑 같이 색을 조합해 보는거야","오, 조언을 해줄 수 있는 전문가가 있어서 조금 편하게 색을 고를 수 있겠다"
좋은 추억도 되고 좋은 제품도 구매할 수 있을 것 같아서 좋아 보이더라,"나는 맨날 립스틱 색이 안맞아서 고민이었는데, 이런 방법이 있으면 너무 좋겠다. 한번 찾아봐야겠어"
아빠가 갑자기 화를 내셔.,무슨 일 있으시대?
고양이가 야옹거린다고 화내시네.,고양이는 말 못 알아듣잖아.
그러니까 왜 화내시지?,아버지께 이해하시라고 해 봐.
아빠는 말 안 들으셔.,아니면 고양이를 치워야겠다.
화내면서 쓰다듬고 계시네.,진짜 츤데레의 정석이다.
베이징 코로나 확진자가 늘어나고 있어,헉 베이징 곧 올림픽 아냐?
응 동계올림픽이 코앞이야,그럼 어떻게 한대?
지금 지역감염 사례가 속출하나봐,아마 올림픽 안 할 수도 있대
근데 도쿄는 또 했잖아?,이러다가 진짜 코로나 끝나질 않을까봐 걱정돼
완벽하게 통제할 수 있다는데 글쎄다...,맞아 그랬으면 진작 했겠지
요즘은 남자들도 미용에 정말 관심이 많더라,"맞아, 내 대학 동기도 여드름이 너무 콤플렉스여서 BB크림을 바르고 다니더라고"
그래서 그런지 뷰티 유튜버 중에 남성분들도 굉장히 많은 것 같아,"맞아, 아무래도 남자의 마음은 남자가 더 잘 알고 테스트도 가능하니까 나름 수요가 많더라고"
이게 일상이 되다니 정말 몇년 사이에 세상이 바뀌었네,"맞아, 옛날에는 십년에 강산이 변한다고 했는데 요즘은 일년으로 바뀌었다더라"
"맞아, 정말 체감상 10년이 지난 것 처럼 훅훅 바뀌는 것 같아",남자들의 화장이 늘어나니까 서로 대화할 거리도 늘고 공통으로 즐길 수 있는게 늘어서 너무 좋아
더 다양한 의견도 들을 수 있고 새로워,그리고 남자들도 화장을 해보면서/더이상 여자들에게 화장이 필수가 아닌 선택이라는 느낌이 강해진 것 같아서 편해진 것 같아
군인 적금은 혜택이 더 좋아.,정말? 그건 몰랐어.
그래서 군생활 하면서 돈 많이 모아.,나도 군대가서 돈 모으고 싶다.
그래도 사실 푼돈이나 다름 없어.,내 월급도 푼돈이나 마찬가지야.
생각해보면 그래도 군대 즐거웠다.,시간이 지날수록 미화돼서 그래.
너 말도 일리가 있다.,실제로 미화된 게 맞을거야.
나 조카가 생겼어.,정말? 너무 귀엽겠다.
조카가 생기니까 신기해.,어떤 게 신기해?
아기는 저렇게 작은 존재구나.,그치 아기는 정말 작지.
그리고 너무 예쁘게 생겼어.,너무 사랑스러울 거 같아.
그리고 묘하게 나랑도 닮았다?,가족이니까 당연히 닮을 수 있지.
테슬라 1000슬라 찍겠어,내말이 그말이야 나도 샀어야 했는데
주문해도 수령까지 1년 걸린대,그럼 주문이 계속 밀리는거야?
응 공급이 모자란가봐,그럼 주문한 사람들은 어떻게 돼?
아직 입장 표명이 없어,테슬라 자동차 가격 올린대
아 가격 인상으로 조정하겠다는거군,응 판매량을 따라오지 못하나봐 대단해
다이어트 같이 시작하실 분,선착순인가요?
넵 님만 참여하시면 됩니다,난 이 먹생활을 더 즐기고 싶은데
오케이 그러면 금요일부터 시작하실?,금요일 뭔가 요일이 애매하지 않나...
오케이... 그러면 다음주 월요일?,그게 좋겠다 ㅎ 주말에 열심히 먹게
딱이지? 그런 의미로 나 족발 시킨다,응? 나는 이미 피자랑 치킨 시킴/다이어트 전 만찬
딸기맛 몽쉘 알지?,응 알지 그거 맛있어.
그게 원래 군대에만 있었어.,정말? 시판용이 아니었어?
응 군대 PX에만 있던건데 유명해져서 공급된거야.,안 유명해졌으면 못 먹을 뻔 했네.
PX에서는 정말 싸게 팔았어.,얼마에 팔았는데?
1000원 안 되게 팔았던 거 같아.,너 많이 먹었겠다.
겨울은 너무 빨리 어두워져.,나도 그게 제일 아쉬워.
퇴근해도 깜깜하니까 기분이 이상해.,맞아 뭐 시작하기도 어렵고.
친구 만나기도 늦은 시간 같고.,직장인 다 똑같은가 봐.
그래도 우리는 조만간 보자.,그래 추우니까 오뎅집에서 보자.
우리 늘 보던 곳 말하는 거지?,응 우리 늘 보던 가게.
지금 전 세계적으로 온난화가 난리네,지구 온난화로 신장 기능 나빠진대
신장이랑도 관련이 있어?,응 체액이 계속 빠져나가면서 세포에 영향을 주나봐
헉 지구 기온은 계속 오를텐데,진짜 특단의 조치가 필요해
물도 점점 부족해지고 큰일이다,이러다 진짜 지구 멸망 오겠어
지구 멸망하면 돈이고 뭐고 무슨 소용이야,그러게 환경 보존에 힘쓰자 우리!
내일부터 내가 다이어트 안 하면 진짜 돼지다 돼지,ㅎㅇ 돼지 미리 인사한다
죽을래? 진짜 할 거야 ㅡㅡ,알겠어 돼지야 그래서 내일은 뭐 먹을 거야?
돼지 아니라고~ 신전떡볶이 먹고 싶다,헐 나도... 거기 로제 진짜 맛있는데
다이어트 언제 해,하지 마 그냥 지금 행복하잖아
행복하긴 한데 옷이 안 맞아,그러면 해야지 그만 행복해라/다이어트 시작해
만화 원피스 알아?,알지 고무고무 펀치.
아직도 완결이 안 났어.,그거 엄청 오래된 만화 아니야?
응 나 어릴 때도 봤는데.,그건 언제 완결이 나려나.
내가 어디서 들은 정보가 있어.,어떤 정보인데?
작가가 죽을 때까지 완결 안 낼거래.,헐 난 그 작가보다 오래 살아야겠다.
여름엔 바다가 좋아.,그래? 난 산이 더 좋아.
산 오르면 더 덥잖아.,근데 계곡 물은 더 차가워.
그래도 난 바다가 좋아.,난 바다는 좀 무서워.
여름 바다가 얼마나 예쁜데.,난 그래도 산이 더 좋아.
그래도 다음 여름엔 바다 가보자.,그래 같이 가보자.
오징어게임이 흥하는 이유 생각해봤어,왜?어떤 이유때문에 흥해?
전세계적으로 공통된 이념을 표현하기 때문이야,이념이라면 어떤 이념이지?
디스토피아와 전체주의 이념?,근데 현대 대부분의 국가는 민주주의잖아?
그 평등이라는 아이러니가 눈을 가리는 것 같아,평등하지만 평등하지 않다?
응 오징어게임 주제도 딱 그거잖아?,그래서 세계인들이 열광하는구나
난 한국 영화가 좋아.,난 외국 영화가 더 재밌어.
넌 왜 외국 영화가 더 좋아?,소재가 다양해서 좋아.
난 한국 영화는 자막 안 봐도 돼서 좋아.,자막으로는 전달에 한계가 있을 수 있지.
자막 보는 거 안 귀찮아?,조금 피곤할 때도 있어.
그래도 외국 영화가 더 좋은 거지?,응 다양한 문화가 나오잖아.
야구 말고 직관한 적 있어요?,농구 직관도 재미있어요
전 농구는 직관 못가봤네요,예전 살던곳이  체육관 가까웠어요
체육관이 경기장 가까우면 좋죠,친오빠도 근처에서 군복무해서 외박 나올 때 체육관에서 만나곤 했어요
와 신기하네요,저도요 같은 지역에 자대배치 받을지 몰랐어요
경기도 보고 오빠도보고 1석2조네요,네 추억이 많아요
딱지치기 해 봤어?,난 그런 거 안 해봤어.
어릴 때 해 보지 않나?,난 딱지 세대는 아닌 거 같아.
세대차이가 나는 구나.,너는 딱지치기 해 봤어?
응 많이 해 봤지.,딱지도 많이 땄어?
난 주로 지는 편이었어.,집에 종이가 안 남아 났겠다.
넌 진정한 겨울이 언제라고 생각해.,추워지면 겨울이지 뭐.
난 붕어빵이 보이면 겨울이라고 생각해.,아주 일리 있는 말이야.
겨울엔 붕어빵이 최고야.,나는 풀빵도 좋아해.
난 그래도 붕어빵이 좋아.,풀빵도 촉촉하고 맛나.
나중에 바꿔먹어 보자.,좋은 생각이야.
인도네시아 시험장 사진 봤어?,아니 누가 컨닝했대?
아니 감독관들이 오징어게임 코스튬 입었대,그 일꾼들 빨간옷?
그랬다나봐 좀 심한데,아니 어디까지 가는거야 이 사람들이
그니까 심지어 공무원 시험이라는데?,아니 너무 심한거 아니야?
그치 아무리 인기라지만,웃기긴 한데 좀 오바같다 야
난 뮤지컬 영화가 싫어.,뮤지컬 영화가 싫어?
"응, 갑자기 노래하는 게 이상해.",듣고 보니 이상하기도 하다.
그냥 말하다가 갑자기 춤추잖아.,하긴 그것도 현실이랑 동 떨어져.
좀 이질감이 자꾸 들어.,현실감이 떨어져서 싫어하는구나.
응 자꾸 집중이 안 되더라고.,그럼 뮤지컬 영화는 피해야겠다.
너 친구 중에 간부 있다고 했지?,응 간부 있어 왜
간부면 평생 군인인거야?,내 친구는 하사로 가서 그 연장? 그거 되서 평생할수 있대
응 그거 좋더라고 그거 부탁해줘,알겠어 근데 걔 언제 나올지 몰라ㅠㅠ
아 코로나 때문에?,응 나오게 되면 사다달라고 말할게
이제 연애는 귀찮아.,여자친구랑 헤어져.
그런 의미는 아니었어.,그럼 무슨 의미였어?
결혼하고 싶다는 의미였어.,여자친구한테 말해 봐.
여자친구가 좋아할까?,좋아할 거 같은데.
프로포즈를 준비 해야겠어.,정말 멋지게 프로포즈해 봐.
우리 동네는 데덴찌로 팀 나눴어.,우리 동네는 뒤집어라 엎어라.
데덴찌 보다 어감이 좋다.,그치 순 우리말 같고 좋아.
데덴찌는 좀 일본말 같아.,맞아 일본어 아니야?
나도 잘 모르겠어.,팀 나눌 때는 유용하면 됐지.
맞아 아주 요긴하게 써 먹었어.,어린 시절이 그립다.
날씨가 너무 덥다.,그러니까 벌써 여름인가 봐.
요즘 날씨가 점점 더워지는 거 같아.,지구 온난화 때문인걸까?
그 영향도 있을 거 같아.,더워도 너무 덥다.
선풍기로는 이길 수가 없어.,무조건 에어컨 틀어야 해.
얼른 겨울 오면 좋겠어.,나도 차라리 추운 겨울이 나아.
정호연 SNS 팔로워 봤어?,맞아 지디보다 높다던데?
이제 거의 1위 됐을껄?,이런 인생역전 스토리 정말 감동이야.
그러니까 사람 인생 모르는거야,걔는 인생작이다 오징어게임이
진짜지 거의 탑배우 된거니까,미국 토크쇼 나간 것도 인기 많더라
맞아 영어도 잘한다고 난리더라,외국인들이 좋아하는 마스큰가봐
반전 있는 영화 좋아해?,응 엄청 좋아하지.
반전 있는 영화 알려줄까?,알려주는 것부터가 스포 아니야?
생각해 보니 그렇네.,그래도 어디 한 번 알려줘 봐.
디아더스를 추천할게.,나 그 영화 봤어.
역시 반전 있는 거 좋아한다는 게 사실이었네.,반전 있는 영화 찾아서 보는 스타일이야.
지하철이 막히는 거 봤어?,당연히 봤지.
난 오늘 지하철도 막히는 걸 알았어.,"이제야 알다니, 편하게 살았구나."
회사에 늦을까봐 진땀이 나더라.,나도 그런 적 있어.
그래서 지각 했어?,아니 다행히 지각은 면했지.
나는 오늘 지각했어.,직원들한테 눈치 보였겠다.
공군은 기간이 더 길어?,응 내가 알기로 육군보다 공군이 더 복무기간이 길어
왜?,그건 나도 모르는데 공군은 한달에 한번 휴가나온대/지금 맞으면 나이 먹어서 쳐질거같아
아그래? 그럼 더 밖에 나와서 긴건가?,아마 그럴걸?
그럼 이번 육군 기간 줄때 공군은 안줄었나?,자세히는 모르는데 줄지 않았을까?
맞아 공군 안줄여줬으면 난리났겠지?,그렇겠지 그러고 다 육군 가겠지
여자친구랑 싸웠어.,나도 남자친구랑 싸웠어.
너는 어쩌다가 싸웠어?,남자친구가 연락이 안 돼.
나도 연락 때문에 싸웠어.,너가 잘못 한 거야.
꼭 내 잘못만은 아니야.,맞아 내가 말이 심했어.
너도 남자친구랑 잘 풀어 봐.,너도 여자친구랑 잘 풀어.
가위바위보 잘하는 법 알려줄까?,어떻게 잘 할 수 있어?
완전히 운은 아니야.,난 완전 운이라고 생각했어.
가위바위보 전에 상대를 교란시켜.,어떻게 교란시켜?
우선 너가 낼거를 얘기해줘.,"""나는 가위 낼거야"" 이렇게?"
"응, 그러면 상대가 바위를 낼테니까 너가 빠를 내면 돼.",거짓말로 상대를 교란시키라는 거구나.
여름엔 팥빙수지.,빙수야~ 팥빙수야~
팥빙수 하면 그 노래가 젤 먼저 떠올라.,"맞아 여름 하면 팥빙수, 팥빙수 하면 빙수야지."
요샌 빙수 종류가 너무 다양해져서.,맞아 설빙이 잘 나가잖아.
여름에 완전 안식처야.,여름엔 발 디딜 틈도 없어.
맞아 스벅보다 바글바글 해.,설빙 신 메뉴 많이 나와서 좋다.
난 가끔 짱구는 못말려를 봐.,아직도 본다고?
응 유치하긴 한데 가끔 봐.,너무 애들 만화 아니야?
가끔 머리가 복잡할 때 보면 좋아.,음 무슨 느낌인지 알겠다.
응 조금 울적할 때 찾아 봐.,너가 위로가 필요할 때 찾는구나.
응 어릴 때가 그리운가 봐.,얼른 기운 차리면 좋겠어.
집이 회사랑 너무 멀어.,몇 분 거리인데?
거의 한 시간 반이 걸려.,왕복 세 시간 거리네.
너무 힘들고 지쳐.,자취를 하는 건 어때?
지금 고민 중이야.,보증금만 있으면 돼.
나는 전세로 얻고 싶거든.,그럼 대출을 알아 봐.
택시 타니까 돈 아깝다.,택시가 비싸긴 하지.
근데 엄청 편하긴 하더라.,맞아 목적지 앞까지 가잖아.
근데 가격이 너무 비싸.,그래도 자차 유지비보다는 나을 걸?
하긴 그렇게 생각하면 택시가 낫지.,그런데 너는 차도 있지 않아?
응 나는 차도 있어.,돈이 이중으로 나갔겠구나.
2026년에 병장 월급 100만원에 대해 어떻게 생각해,그럼 난 그냥 군대가지
이거 또 반응 엇갈리겠네,응 언니 생각은 어때?
나는 잘 모르겠어 넌 어때?,2026년 시급에 따라 다르겠지?
100만원 많은건가?,밥도 주고 잠도 재워주고 100만원이면 많은거 아닌가
맞아 옛날에는 몇만원인데 그정도면 살만하겠네,근데 그 당사자들은 또 아니라고 할거 같아
다들 결혼은 어떻게 할까?,좋은 사람 있음 하는 거지.
그게 아니고 결혼 과정 말이야.,아 혼수 예물 이런 것들?
응 그런 건 누가 알려주지?,인터넷에서 찾아보는 거 아닐까?
나도 슬슬 알아 볼 시기라서.,웨딩 플래너를 구해 봐.
그럼 좀 진행이 빠를까?,둘이서만 하는 것보다는 낫대.
옛날에는 놀이터에서 많이 놀았잖아.,그치 스마트 폰이 없었잖아.
나는 얼음땡 많이 하고 놀았어.,나도 그거 많이 했는데.
난 술래하면 너무 약이 올랐어.,무슨 느낌인지 알 것 같아.
"내가 잡으려고 하면 ""얼음"" 해버리니까.",맞아 눈 앞에서 놓치는 기분이야.
그래도 다 얼음 만들어서 내가 이기곤 했지.,달리기가 굉장히 빨랐나보구나.
난 가을이 좋아.,넌 가을이 왜 좋아?
난 가을 옷이 정말 많거든.,가을에 예쁜 옷이 많지.
그런데 가을이 너무 짧아졌어.,가을 옷 못 입었겠다.
이번에 바로 겨울 옷을 꺼냈어.,실내에서는 가을 옷을 입어.
응 외투 안에 가을 옷 입어야지.,너 가을 옷 예쁘긴 하더라.
오늘 KT가 안 되서 난리였어.,나도 핸드폰 안 되더라.
우린 회사 전체가 먹통이었어.,우리 건물 식당은 결제도 못했대.
이거 보상은 해 주나?,보상 무조건 해줘야지.
거의 30분 이상 먹통이었지?,"30분이 뭐야, 한 시간이었을걸?"
문제가 심각했네.,그러니까 엄청 큰 문제였어.
어제 잠을 못 잤어.,왜 잠을 못 잤어?
차 소리가 시끄러워서.,집이랑 도로가 붙어있어?
응 거의 가까이에 있지.,그럼 엄청 시끄러운데.
그리고 매연도 들어오는 거 같아.,집이 몇 층인데?
집이 3층이야.,시끄럽고 매연이 들어올 만 하다.
초보운전이라 힘들어.,어떤 게 가장 힘들어?
길 찾기가 가장 힘들어.,너 길치구나?
응 난 좀 길치인 거 같아.,네비를 봐도 모르겠어?
네비도 헷갈릴 때가 있어.,아직 운전이 익숙치 않은가 봐.
나도 길을 잘 찾고 싶어.,"걱정마, 곧 익숙해질 거야."
소개팅 해 봤어?,난 많이 해 봤지.
난 두 번 해 봤어.,두 번 다 성공 했니?
응 다 만났었지.,능력이 대단한데?
세 번은 만나봐야 알아.,소개팅 고수가 여기있네.
너는 몇 번이나 했는데?,나는 10번 넘게 해 봤어.
피카추 배구 알아?,나 중학교 때 엄청 많이 했어.
학교에서 하는 게 국룰이었지.,맞아 학교에서 점심시간에.
큰 모니터로 애들 보여주면서 했잖아.,맞아 거의 한일전 급이였어.
그러다 선생님 오면 후다닥 끄고.,꼭 망보는 애 한명씩 세우잖아.
그 때 생각하니까 또 웃긴다.,나도 갑자기 생각하니까 웃겨.
보이스 피싱이 난리야.,우리 엄마도 당할 뻔 했어.
정말? 어떤 식으로 연락이 왔어?,나를 사칭하고 문자했더라고.
어머님은 안 낚이신 거야?,응 나한테 바로 연락해 봤어.
